ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey
MCP3192004J,0778C95948DE45B3AD2E5969CABA8BC7,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,FUNCTIONAL,25,False,False,2,8141508283653898,230073896,Montgomery County Police,Property Damage ,False,North,1,1,LEVEL,False,False,UNKNOWN,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04500014,-77.04812906,2407236375210454,2480366219871158,0,0,0,2023122718,7704240439043964
MCP3262003T,D5E02568C0DB4756AA8288B04AC88842,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,ACCELERATING,West,FUNCTIONAL,5,False,False,2,1032942915110160,230073905,Montgomery County Police,Property Damage ,False,North,1,1,OTHER,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,STOP SIGN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,OTHER,39.08487283,-76.9313565,2503492495115873,3951254341375769,0,0,0,2023122719,7693347839109025
MCP3262003T,08D0E0205D1F480698FF84EEF8387970,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,FUNCTIONAL,5,False,False,2,660615385035114,230073905,Montgomery County Police,Property Damage ,False,North,1,1,OTHER,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,STOP SIGN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,OTHER,39.08487283,-76.9313565,2503492495115873,3951254341375769,0,0,0,2023122719,7693347839109025
MCP3325002P,050F849C8636468192777E9A6CF8A6C3,True,POSSIBLE INJURY,NONE,LOOKED BUT DID NOT SEE,BUS,MAKING RIGHT TURN,North,DISABLING,25,False,False,1,240722642832247,230073904,Montgomery County Police,Injury ,False,North,1,1,LEVEL,False,False,DRIVER,OTHER,WET,DARK LIGHTS ON,NO CONTROLS,OTHER,ROUNDABOUT,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06607183,-76.944337,3823983202032931,1121551715469239,0,0,0,2023122719,7698062539067210
MCP1233005G,96E0EBFE89BB44A4B4F54A39FA4FEDAC,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STARTING FROM LANE,North,NO DAMAGE,25,False,False,1,1691124093620930,230073906,Montgomery County Police,Injury ,False,North,1,1,LEVEL,False,False,DRIVER,UNKNOWN,WET,DARK NO LIGHTS,STOP SIGN,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98285333,-77.09823333,8058775334950,9003752369377532,1,1,0,2023122719,7710072538987731
MCP32490059,11366637A64D40D19FBB823A5609C84E,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MAKING LEFT TURN,East,FUNCTIONAL,35,False,False,2,3233063173565461,230073909,Montgomery County Police,Property Damage ,False,West,2,3,LEVEL,False,False,UNKNOWN,HEAD ON LEFT TURN,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0821978,-76.9473571,6740740251212367,9741770548025921,0,0,0,2023122720,7698062539067210
MCP32490059,A990F8FD953E4E0092987F87928AB721,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,3906767796763397,230073909,Montgomery County Police,Property Damage ,False,West,2,3,LEVEL,False,False,UNKNOWN,HEAD ON LEFT TURN,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0821978,-76.9473571,6740740251212367,9741770548025921,0,0,0,2023122720,7698062539067210
DM85220015,4698989DEF6D4DFE943716B790878D28,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,BACKING,East,UNKNOWN,30,False,False,2,4298431620635385,230073912,Takoma Park Police Depart,Property Damage ,True,East,2,2,LEVEL,False,False,DRIVER,OTHER,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.98948865,-76.98845029,9904038207159432,7610640354701456,0,0,0,2023122720,7700204038982546
DM85220015,3C733EC5171D492D92DD8C3C71C1DA5D,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,FUNCTIONAL,30,True,False,2,3233063173565461,230073912,Takoma Park Police Depart,Property Damage ,True,East,2,2,LEVEL,False,False,DRIVER,OTHER,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.98948865,-76.98845029,9904038207159432,7610640354701456,0,0,0,2023122720,7700204038982546
MCP2582004Y,0A8821247A2749E6A60EBA5852AAF9EE,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,2156627407767766,230073926,Montgomery County Police,Property Damage ,False,West,1,1,GRADE DOWNHILL,False,False,DRIVER,OPPOSITE DIRECTION SIDESWIPE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09357378,-77.03885146,1446899345320601,8911076483444405,0,0,0,2023122723,7705486039088590
MCP2582004Y,471C2F8AF306488DB5699C355BF2D1DD,True,NO APPARENT INJURY,ALCOHOL,UNKNOWN,PASSENGER,NEGOTIATING A CURVE,East,DISABLING,35,False,False,2,167655061996432,230073926,Montgomery County Police,Property Damage ,False,West,1,1,GRADE DOWNHILL,False,False,DRIVER,OPPOSITE DIRECTION SIDESWIPE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09357378,-77.03885146,1446899345320601,8911076483444405,0,0,0,2023122723,7705486039088590
HA24930006,54B5BE9890B748319987C4A6D78FB906,True,POSSIBLE INJURY,NONE,UNKNOWN,EMERGENCY,MOVING CONSTANT SPEED,South,DISABLING,30,False,False,2,9992477417057245,23002420,Maryland-National Capital,Injury ,False,West,0,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0606398,-77.04502364,8073720238398338,670409629174736,0,0,0,2023122800,7705486039088590
HA24930006,0BF8685E2F30447E8100DB63AE4388A1,False,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,UNKNOWN,West,DISABLING,40,False,False,2,8804540046223415,23002420,Maryland-National Capital,Injury ,False,West,0,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0606398,-77.04502364,8073720238398338,670409629174736,0,0,0,2023122800,7705486039088590
MCP3277003D,EEA9F5A55C0A49D6B44A4EEA0FDA2EF3,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,SKIDDING,North,DISABLING,35,False,False,1,5345014231823395,230073934,Montgomery County Police,Property Damage ,False,East,0,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,INTERCHANGE RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15668417,-77.22449267,3572611418984580,2696403938661764,0,0,0,2023122805,7722140839165105
MCP23350024,5FBD77132D61467EBC428C9B8EC1C67A,True,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,45,False,False,2,7285498184182570,230073936,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20194675,-77.25415966,6418383227647657,4231212482043262,0,0,0,2023122805,7723271939208770
MCP23350024,216D61213A2D4E4BAAD341AD93C1BFEB,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,TRUCK,MOVING CONSTANT SPEED,East,DISABLING,45,False,False,2,3414161128511951,230073936,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20194675,-77.25415966,6418383227647657,4231212482043262,0,0,0,2023122805,7723271939208770
MCP29910096,F9308B5D0C72451DB77532769594EBA9,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,West,DISABLING,0,False,False,2,2855389770578551,230073938,Montgomery County Police,Injury ,False,North,1,2,LEVEL,False,False,DRIVER,OTHER,WET,DAWN,TRAFFIC SIGNAL,UNKNOWN,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.10860717,-76.997927,8901981419077344,6740740251212367,0,0,0,2023122806,7699078639113935
MCP29910096,A22922E7DC094349B99976B367FC828C,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING RIGHT TURN,North,DISABLING,25,False,False,2,6014770629431343,230073938,Montgomery County Police,Injury ,False,North,1,2,LEVEL,False,False,DRIVER,OTHER,WET,DAWN,TRAFFIC SIGNAL,UNKNOWN,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.10860717,-76.997927,8901981419077344,6740740251212367,0,0,0,2023122806,7699078639113935
MCP242500J2,B6F2CB5A2F5F4071BABB9B527E035BF6,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,West,FUNCTIONAL,35,False,False,2,8663703851190837,230073939,Montgomery County Police,Property Damage ,False,East,0,2,DIP SAG,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.091965,-77.07026,3786639377990067,2128650102927787,0,0,0,2023122807,7705486039088590
MCP242500J2,3CF5D250E5594FECAB110913D862C9B0,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,35,False,False,2,8505784108384509,230073939,Montgomery County Police,Property Damage ,False,East,0,2,DIP SAG,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.091965,-77.07026,3786639377990067,2128650102927787,0,0,0,2023122807,7705486039088590
MCP28180051,A6CEDA65730A489D9F11FB7E9BECD2E1,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING RIGHT TURN,West,DISABLING,40,False,False,2,9465862306061401,230073940,Montgomery County Police,Property Damage ,False,West,3,3,LEVEL,False,False,DRIVER,OTHER,WET,DAWN,YIELD SIGN,INTERSECTION RELATED,OTHER,CURVE RIGHT,NO DEFECTS,OTHER,39.10382667,-77.19109333,6002228142781285,3271787103587979,0,0,0,2023122807,7718114539090864
MCP28180051,2CDD8E31F2BD4A97B547CB084C2C8E8A,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,FUNCTIONAL,40,False,False,2,5150116196074725,230073940,Montgomery County Police,Property Damage ,False,West,3,3,LEVEL,False,False,DRIVER,OTHER,WET,DAWN,YIELD SIGN,INTERSECTION RELATED,OTHER,CURVE RIGHT,NO DEFECTS,OTHER,39.10382667,-77.19109333,6002228142781285,3271787103587979,0,0,0,2023122807,7718114539090864
MCP31650051,07482F82AA6C4211BDB9D120EDAC0A18,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,45,False,False,2,7318984734636595,230073948,Montgomery County Police,Property Damage ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07288783,-76.95576767,2620072274155517,1121551715469239,0,0,0,2023122808,7698062539067210
MCP31650051,3B224937DF4240909708400964DC4067,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,TRUCK,MOVING CONSTANT SPEED,North,FUNCTIONAL,45,False,False,2,660615385035114,230073948,Montgomery County Police,Property Damage ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07288783,-76.95576767,2620072274155517,1121551715469239,0,0,0,2023122808,7698062539067210
MCP28140046,DA85194D2FE946FAB0CFCA8100BAF4CB,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,35,False,False,2,4909102112133355,230073956,Montgomery County Police,Property Damage ,False,East,0,1,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,WET,DAYLIGHT,NO CONTROLS,INTERCHANGE RELATED,UNKNOWN,CURVE LEFT,NO DEFECTS,UNKNOWN,39.12067291,-77.19426492,8677839148386211,9132922783441913,0,0,0,2023122809,7718751639140820
MCP28140046,D14E9A0DAB1B4C64B75429291819BC0B,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,DISABLING,35,True,False,2,8865406038721857,230073956,Montgomery County Police,Property Damage ,False,East,0,1,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,WET,DAYLIGHT,NO CONTROLS,INTERCHANGE RELATED,UNKNOWN,CURVE LEFT,NO DEFECTS,UNKNOWN,39.12067291,-77.19426492,8677839148386211,9132922783441913,0,0,0,2023122809,7718751639140820
DD559500FJ,E1C0B406B50140748BDDCC55EF19C72E,True,NO APPARENT INJURY,NONE,UNKNOWN,UNKNOWN,MOVING CONSTANT SPEED,North,NO DAMAGE,10,False,False,1,213975767330911,230073966,Rockville Police Departme,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,SINGLE VEHICLE,UNKNOWN,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.11487283,-77.16336433,7781945108562677,7781945108562677,0,0,0,2023122810,7713230839137712
MCP27710035,9A60AFCC7F8C40E188843A74593C1096,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MAKING RIGHT TURN,South,DISABLING,35,False,False,2,819104261510793,230073971,Montgomery County Police,Property Damage ,False,South,3,3,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,WET,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08229442,-77.07967988,8554262040045692,2843299409940101,0,0,0,2023122810,7705486039088590
MCP27710035,86E7B76DE6A241F486AE4417F1B50969,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,TRUCK,MAKING RIGHT TURN,South,SUPERFICIAL,35,False,False,2,9755364676930633,230073971,Montgomery County Police,Property Damage ,False,South,3,3,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,WET,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08229442,-77.07967988,8554262040045692,2843299409940101,0,0,0,2023122810,7705486039088590
EJ7858008M,22C5C7702C9E4C79899C8817701B1288,True,SUSPECTED MINOR INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,55,False,False,1,5375782886612105,230073974,Gaithersburg Police Depar,Injury ,False,East,1,2,HILL CREST,False,False,DRIVER,SINGLE VEHICLE,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.12048228,-77.19873338,1257986858156867,8677839148386211,0,0,0,2023122811,7724972439113159
MCP2212004Q,73BEBF2BC4334F3FA1C3B52A488C167E,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,8243785643457611,230074008,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11531596,-77.03670144,3786639377990067,6807725203456968,0,0,0,2023122813,7705486039088590
MCP2212004Q,0C127CADDAC6453AA44FB1D67638F5C2,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,2126610833858974,230074008,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11531596,-77.03670144,3786639377990067,6807725203456968,0,0,0,2023122813,7705486039088590
MCP3350002H,7691C67413724F6DB55F1242FE8558EB,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,BUS,MOVING CONSTANT SPEED,South,SUPERFICIAL,20,False,False,1,240722642832247,230074012,Montgomery County Police,Property Damage ,False,South,1,1,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98412667,-77.064925,7351458436426257,7506424577837673,0,0,0,2023122813,7707842038983818
EJ78980026,E005EBBBE73042E299F2F1BACDF9C1B9,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,CHANGING LANES,South,UNKNOWN,30,False,False,2,114196121085717,230074010,Gaithersburg Police Depar,Property Damage ,True,South,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.14877518,-77.20751163,4972572914805173,2002984095283941,0,0,0,2023122814,7718751639140820
EJ78980026,01B5111F609648FEA7E017CEC03A3718,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,South,SUPERFICIAL,30,False,False,2,8224256070751890,230074010,Gaithersburg Police Depar,Property Damage ,True,South,1,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.14877518,-77.20751163,4972572914805173,2002984095283941,0,0,0,2023122814,7718751639140820
MCP3170003T,80334BC4C3DD402FB83276F31651A050,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,ACCELERATING,North,FUNCTIONAL,30,False,False,2,7871367587015522,230074035,Montgomery County Police,Property Damage ,True,North,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18954202,-77.26788361,9479366963455254,4847500645087310,0,0,0,2023122815,7729807639132189
MCP3170003T,4E5B747CE42443B88E1719CB398D277D,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,North,SUPERFICIAL,30,False,False,2,5457129227402383,230074035,Montgomery County Police,Property Damage ,True,North,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18954202,-77.26788361,9479366963455254,4847500645087310,0,0,0,2023122815,7729807639132189
MCP3244002X,5F41030293274D4B9D4D99CADDEDC8D2,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,SUPERFICIAL,25,True,False,2,7449897554959015,230074019,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99475202,-77.02433504,6732058886739677,2565745431328008,0,0,0,2023122815,7703596439001907
MCP3244002X,5A7BA3C0E6804FF89BE0175FF13FE918,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,BUS,MOVING CONSTANT SPEED,East,NO DAMAGE,25,False,False,2,6259949909495943,230074019,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99475202,-77.02433504,6732058886739677,2565745431328008,0,0,0,2023122815,7703596439001907
MCP31930059,9413855E33684F749E40B850E9CFA784,True,POSSIBLE INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,West,DESTROYED,25,False,False,2,2815627401561042,230074045,Montgomery County Police,Injury ,False,South,2,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04283833,-77.05219667,8554262040045692,7567271927470179,0,0,0,2023122817,7704240439043964
MCP31930059,8C6B8B01190B4E5BB56564F41225F424,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,FUNCTIONAL,25,False,False,2,869295622334414,230074045,Montgomery County Police,Injury ,False,South,2,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04283833,-77.05219667,8554262040045692,7567271927470179,0,0,0,2023122817,7704240439043964
MCP3295003H,C039429CD7E1482B95942797BC5F5136,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,EMERGENCY,UNKNOWN,West,DISABLING,45,False,False,2,5952593311845853,230074051,Montgomery County Police,Injury ,True,West,0,2,LEVEL,False,False,UNKNOWN,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10666767,-76.91951117,5022807666112091,6918399743072657,0,0,0,2023122818,7693347839109025
MCP3295003H,324C91EDCC5E47A097FCC8A57C82A636,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MAKING U TURN,North,FUNCTIONAL,45,False,False,2,799640462991912,230074051,Montgomery County Police,Injury ,True,West,0,2,LEVEL,False,False,UNKNOWN,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10666767,-76.91951117,5022807666112091,6918399743072657,0,0,0,2023122818,7693347839109025
MCP3360001F,41EDDA79180A4DF287320D2B4A605ABD,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,1,5912941451009384,230074056,Montgomery County Police,Property Damage ,False,South,3,4,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.15064833,-77.17465,4810614249402166,6327735360341145,0,0,0,2023122819,7718751639140820
DM8494003P,3123292EA04E454099106E019AFA5A87,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,25,False,False,2,2815627468671518,230074062,Takoma Park Police Depart,Property Damage ,False,UNKNOWN,2,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,OTHER,39.05575817,-77.14993583,7053241971029489,9223427877673206,0,0,0,2023122819,7712482939051552
DM8494003P,503AAB15FC724A328408BB9F75CA12E8,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MAKING RIGHT TURN,West,SUPERFICIAL,25,False,False,2,660615385035114,230074062,Takoma Park Police Depart,Property Damage ,False,UNKNOWN,2,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,OTHER,39.05575817,-77.14993583,7053241971029489,9223427877673206,0,0,0,2023122819,7712482939051552
